epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.09590516984462738,3.8446145057678223,0.001,0.0401785708963871,12.146941184997559
1,0.13254310190677643,3.3850326538085938,0.001,0.0401785708963871,6.221988201141357
2,0.16163793206214905,3.101081609725952,0.001,0.0714285746216774,3.6726431846618652
3,0.1670258641242981,3.0601398944854736,0.001,0.1160714253783226,3.461479425430298
4,0.17349137365818024,2.9900059700012207,0.001,0.0669642835855484,3.8044466972351074
5,0.18318966031074524,2.8514928817749023,0.001,0.1383928507566452,3.8316426277160645
6,0.2176724076271057,2.7244439125061035,0.001,0.1830357164144516,3.196376323699951
7,0.23706896603107452,2.6107425689697266,0.001,0.2008928507566452,2.7763895988464355
8,0.2607758641242981,2.528611660003662,0.001,0.15625,3.0679097175598145
9,0.2715517282485962,2.5240209102630615,0.001,0.1026785746216774,5.932919025421143
10,0.27693966031074524,2.4196853637695312,0.001,0.1919642835855484,3.28987193107605
11,0.2737068831920624,2.354013204574585,0.001,0.28125,2.4176747798919678
12,0.31788793206214905,2.290977716445923,0.001,0.0580357126891613,6.0658464431762695
13,0.3146551847457886,2.2381370067596436,0.001,0.2008928507566452,3.143321990966797
14,0.3211206793785095,2.2159500122070312,0.001,0.1116071417927742,11.437286376953125
15,0.3631465435028076,2.088442087173462,0.001,0.1517857164144516,4.3526997566223145
16,0.3534482717514038,2.095909595489502,0.001,0.1071428582072258,11.493063926696777
17,0.3663793206214905,2.0824341773986816,0.001,0.0669642835855484,16.576152801513672
18,0.38146552443504333,2.030116558074951,0.001,0.1071428582072258,21.47696876525879
19,0.4084051847457886,1.885864496231079,0.0005,0.1517857164144516,5.936341762542725
20,0.4137931168079376,1.8564939498901367,0.0005,0.28125,2.5463404655456543
21,0.4385775923728943,1.8022961616516113,0.0005,0.3571428656578064,2.0325238704681396
22,0.4612068831920624,1.7124016284942627,0.0005,0.3571428656578064,2.3569142818450928
23,0.4450431168079376,1.7321178913116455,0.0005,0.3616071343421936,2.161381244659424
24,0.48599138855934143,1.6309269666671753,0.0005,0.4330357015132904,1.8971402645111084
25,0.48383620381355286,1.6582804918289185,0.0005,0.2142857164144516,2.7162115573883057
26,0.48599138855934143,1.6579887866973877,0.0005,0.3392857015132904,2.2488653659820557
27,0.48599138855934143,1.6163710355758667,0.0005,0.2723214328289032,2.514232873916626
28,0.517241358757019,1.5662773847579956,0.0005,0.3169642984867096,2.389350414276123
29,0.5010775923728943,1.5295239686965942,0.0005,0.28125,2.7662384510040283
30,0.5204741358757019,1.5082058906555176,0.0005,0.2723214328289032,2.678499937057495
31,0.5301724076271057,1.4792182445526123,0.0005,0.3392857015132904,2.1818854808807373
32,0.5657327771186829,1.3910807371139526,0.00025,0.2633928656578064,2.6616055965423584
33,0.5506465435028076,1.3798850774765015,0.00025,0.3348214328289032,2.193990468978882
34,0.5614224076271057,1.4034749269485474,0.00025,0.46875,1.6752946376800537
35,0.5840517282485962,1.2873618602752686,0.00025,0.375,2.2842671871185303
36,0.5732758641242981,1.3415642976760864,0.00025,0.4285714328289032,1.8428922891616821
37,0.5862069129943848,1.2915277481079102,0.00025,0.3303571343421936,2.5071959495544434
38,0.6142241358757019,1.2420125007629395,0.00025,0.4821428656578064,1.764874815940857
39,0.6045258641242981,1.2674586772918701,0.00025,0.4776785671710968,1.750976324081421
40,0.6034482717514038,1.2348990440368652,0.00025,0.4821428656578064,1.7780113220214844
41,0.6336206793785095,1.1577026844024658,0.00025,0.5669642686843872,1.4962927103042603
42,0.6012930870056152,1.2136032581329346,0.00025,0.3392857015132904,2.056898355484009
43,0.6336206793785095,1.1904510259628296,0.00025,0.4955357015132904,1.7042341232299805
44,0.6045258641242981,1.1747472286224365,0.00025,0.5803571343421936,1.3391298055648804
45,0.65625,1.1328028440475464,0.00025,0.4821428656578064,1.7363249063491821
46,0.6282327771186829,1.1291331052780151,0.00025,0.4464285671710968,1.8923966884613037
47,0.6282327771186829,1.1325304508209229,0.00025,0.4866071343421936,1.7770764827728271
48,0.6411637663841248,1.0978281497955322,0.00025,0.34375,2.5822346210479736
49,0.6778017282485962,1.0301649570465088,0.00025,0.59375,1.3734737634658813
50,0.6821120977401733,1.031775712966919,0.00025,0.5803571343421936,1.4002805948257446
51,0.6433189511299133,1.119246006011963,0.00025,0.6026785969734192,1.2766294479370117
52,0.670258641242981,1.0415987968444824,0.00025,0.5758928656578064,1.4780021905899048
53,0.6659482717514038,1.0049099922180176,0.00025,0.6294642686843872,1.2471431493759155
54,0.6691810488700867,1.020871639251709,0.00025,0.3705357015132904,2.1220877170562744
55,0.6993534564971924,0.9543512463569641,0.00025,0.4821428656578064,1.6085259914398193
56,0.6713362336158752,0.9948036074638367,0.00025,0.5535714030265808,1.4406365156173706
57,0.6831896305084229,1.0111839771270752,0.00025,0.5892857313156128,1.4417909383773804
58,0.6982758641242981,0.9207920432090759,0.00025,0.4866071343421936,1.577913522720337
59,0.6982758641242981,0.9228159785270691,0.00025,0.5535714030265808,1.4729089736938477
60,0.6821120977401733,0.9760531187057495,0.00025,0.3839285671710968,2.0827574729919434
61,0.7112069129943848,0.9168086051940918,0.000125,0.4285714328289032,2.12614107131958
62,0.7241379022598267,0.8508198261260986,0.000125,0.4241071343421936,2.2833750247955322
63,0.735991358757019,0.8378052115440369,0.000125,0.3794642984867096,2.476813554763794
64,0.764008641242981,0.7699187994003296,0.000125,0.4955357015132904,1.5764037370681763
65,0.7456896305084229,0.7818337678909302,0.000125,0.6071428656578064,1.3413246870040894
66,0.7381465435028076,0.7899685502052307,0.000125,0.53125,1.627337098121643
67,0.7629310488700867,0.7637578845024109,0.000125,0.5535714030265808,1.3563886880874634
68,0.7521551847457886,0.7631359100341797,6.25e-05,0.5625,1.3254541158676147
