epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.09471585601568222,3.8421151638031006,0.001,0.03474903479218483,14.372401237487793
1,0.1525423675775528,3.3450586795806885,0.001,0.04247104376554489,9.63771915435791
2,0.15852442383766174,3.205063581466675,0.001,0.07722007483243942,3.4501383304595947
3,0.16550348699092865,3.119020462036133,0.001,0.15830115973949432,3.0060651302337646
4,0.1974077820777893,2.893829107284546,0.001,0.15057915449142456,2.963064670562744
5,0.19341973960399628,2.8127613067626953,0.001,0.07335907220840454,12.070472717285156
6,0.22532403469085693,2.7026026248931885,0.001,0.050193049013614655,11.520872116088867
7,0.2382851392030716,2.6101553440093994,0.001,0.04633204638957977,6.788369178771973
8,0.24227318167686462,2.6019294261932373,0.001,0.023166023194789886,13.895662307739258
9,0.2542372941970825,2.5172317028045654,0.001,0.12741312384605408,3.978301763534546
10,0.25822532176971436,2.498142957687378,0.001,0.16988417506217957,3.353541374206543
11,0.28015953302383423,2.380323886871338,0.001,0.03861003741621971,17.4820556640625
12,0.29411765933036804,2.2732021808624268,0.0005,0.0617760606110096,9.237732887268066
13,0.3190428614616394,2.1539061069488525,0.0005,0.11196911334991455,7.720390796661377
14,0.3160518407821655,2.129951000213623,0.0005,0.11969111859798431,4.406271934509277
15,0.3330009877681732,2.1370811462402344,0.0005,0.4440154433250427,2.0248520374298096
16,0.356929212808609,2.046339988708496,0.0005,0.2046332061290741,3.0134642124176025
17,0.365902304649353,2.0074267387390137,0.0005,0.13513512909412384,4.058619976043701
18,0.35593220591545105,2.054535150527954,0.0005,0.10810811072587967,4.446479797363281
19,0.37288135290145874,1.9466224908828735,0.0005,0.1660231649875641,4.1485185623168945
20,0.36291125416755676,1.9967318773269653,0.0005,0.15830115973949432,4.089048385620117
21,0.37288135290145874,1.9115239381790161,0.0005,0.17760618031024933,3.3988659381866455
22,0.4147557318210602,1.8666852712631226,0.0005,0.1814671754837036,3.28617262840271
23,0.38883349299430847,1.860696792602539,0.00025,0.13513512909412384,5.141618728637695
24,0.43668994307518005,1.7357177734375,0.00025,0.1853281855583191,3.274553060531616
25,0.418743759393692,1.7521851062774658,0.00025,0.47876447439193726,1.715677261352539
26,0.43968096375465393,1.7143864631652832,0.00025,0.4864864945411682,1.6854593753814697
27,0.43868395686149597,1.7022740840911865,0.00025,0.19305019080638885,4.528562068939209
28,0.45064806938171387,1.6925196647644043,0.00025,0.20849420130252838,3.6404078006744385
29,0.4566301107406616,1.6437016725540161,0.00025,0.4054054021835327,1.8393160104751587
30,0.4516450762748718,1.642397165298462,0.00025,0.47876447439193726,1.705931544303894
31,0.44865402579307556,1.6565486192703247,0.00025,0.3088802993297577,2.409818649291992
32,0.47956132888793945,1.5868730545043945,0.00025,0.3011583089828491,2.5849339962005615
33,0.490528404712677,1.5330724716186523,0.00025,0.3861003816127777,1.9826505184173584
34,0.4945164620876312,1.517142653465271,0.000125,0.37451738119125366,1.9733713865280151
35,0.47956132888793945,1.5254812240600586,0.000125,0.2702702581882477,2.4293410778045654
36,0.5074775815010071,1.48268723487854,0.000125,0.2509652376174927,2.5796992778778076
37,0.499501496553421,1.5068501234054565,0.000125,0.20849420130252838,3.623541831970215
38,0.5014955401420593,1.4782414436340332,0.000125,0.3861003816127777,1.929513931274414
39,0.4975074827671051,1.5118069648742676,0.000125,0.3050193190574646,2.851255178451538
40,0.5244266986846924,1.4082978963851929,0.000125,0.4517374634742737,1.8243211507797241
41,0.5403788685798645,1.3763525485992432,6.25e-05,0.5250965356826782,1.6119261980056763
42,0.5413758754730225,1.3405802249908447,6.25e-05,0.2471042424440384,2.7079834938049316
43,0.5463609099388123,1.340016484260559,6.25e-05,0.5057914853096008,1.6397992372512817
44,0.5633100867271423,1.385772466659546,6.25e-05,0.4903475046157837,1.661596655845642
45,0.5443668961524963,1.3259170055389404,6.25e-05,0.3243243098258972,2.486548900604248
46,0.5284147262573242,1.3658267259597778,6.25e-05,0.3320463299751282,2.406402826309204
47,0.572283148765564,1.2820515632629395,6.25e-05,0.35907337069511414,2.0928454399108887
48,0.5314058065414429,1.3419370651245117,6.25e-05,0.5250965356826782,1.5393778085708618
49,0.5623130798339844,1.3192462921142578,6.25e-05,0.4054054021835327,1.9464138746261597
50,0.5802592039108276,1.29263174533844,6.25e-05,0.5019304752349854,1.7030062675476074
51,0.5852442383766174,1.2812683582305908,6.25e-05,0.5366795659065247,1.5491070747375488
52,0.5603190660476685,1.2883021831512451,6.25e-05,0.5444015264511108,1.4284247159957886
53,0.5792621970176697,1.2637284994125366,6.25e-05,0.4903475046157837,1.6190389394760132
54,0.5653041005134583,1.2809547185897827,6.25e-05,0.5096524953842163,1.6058096885681152
55,0.59122633934021,1.2447257041931152,6.25e-05,0.29729729890823364,2.689521551132202
56,0.6011964082717896,1.2273082733154297,6.25e-05,0.5444015264511108,1.42574942111969
57,0.589232325553894,1.245009183883667,6.25e-05,0.2702702581882477,2.7025303840637207
58,0.5782651901245117,1.2366918325424194,6.25e-05,0.2432432472705841,3.94246244430542
59,0.5982053875923157,1.2243181467056274,6.25e-05,0.3243243098258972,2.427402973175049
60,0.589232325553894,1.227285623550415,6.25e-05,0.3320463299751282,2.3127999305725098
61,0.5812562108039856,1.2175400257110596,6.25e-05,0.5598455667495728,1.40212082862854
62,0.6131604909896851,1.1672110557556152,6.25e-05,0.41312742233276367,2.0938315391540527
63,0.6001994013786316,1.2060973644256592,6.25e-05,0.25868725776672363,3.131641149520874
64,0.5852442383766174,1.2486965656280518,6.25e-05,0.5752895474433899,1.408312439918518
65,0.6171485781669617,1.1964725255966187,6.25e-05,0.46332046389579773,1.7982574701309204
66,0.6181455850601196,1.1528347730636597,6.25e-05,0.47876447439193726,1.6561940908432007
67,0.6181455850601196,1.1195836067199707,6.25e-05,0.5521235466003418,1.457984447479248
68,0.6081754565238953,1.165543794631958,6.25e-05,0.5752895474433899,1.4296483993530273
69,0.632103681564331,1.0992947816848755,3.125e-05,0.43629342317581177,2.058065414428711
70,0.6081754565238953,1.110850214958191,3.125e-05,0.5752895474433899,1.516294240951538
