epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.07866379618644714,3.771275758743286,0.001,0.0401785708963871,3.64928936958313
1,0.12284483015537262,3.5175890922546387,0.001,0.0714285746216774,3.2867844104766846
2,0.1573275923728943,3.203033208847046,0.001,0.0758928582072258,3.2298104763031006
3,0.1864224076271057,3.0125343799591064,0.001,0.0803571417927742,3.1555159091949463
4,0.21120689809322357,2.9626495838165283,0.001,0.1517857164144516,3.027883529663086
5,0.22090516984462738,2.8754220008850098,0.001,0.1517857164144516,3.0488643646240234
6,0.24353447556495667,2.8119678497314453,0.001,0.2008928507566452,2.9240150451660156
7,0.2586206793785095,2.7162673473358154,0.001,0.1473214328289032,3.247570276260376
8,0.2737068831920624,2.6779372692108154,0.001,0.21875,2.8365542888641357
9,0.32758620381355286,2.5393941402435303,0.001,0.0982142835855484,3.554218053817749
10,0.3017241358757019,2.532350540161133,0.001,0.0625,3.822355031967163
11,0.3362068831920624,2.4651639461517334,0.001,0.0401785708963871,4.335245609283447
12,0.3200431168079376,2.4323956966400146,0.001,0.1383928507566452,3.2640817165374756
13,0.3782327473163605,2.3458218574523926,0.001,0.125,3.4788763523101807
14,0.36099138855934143,2.331876516342163,0.001,0.1116071417927742,4.3553786277771
15,0.4137931168079376,2.3076117038726807,0.001,0.1339285671710968,3.880178928375244
16,0.42241379618644714,2.2054283618927,0.0005,0.09375,3.9358551502227783
17,0.4375,2.1385953426361084,0.0005,0.1294642835855484,3.8901708126068115
18,0.4665948152542114,2.069688320159912,0.0005,0.1339285671710968,3.8256866931915283
19,0.48383620381355286,2.068089008331299,0.0005,0.0669642835855484,4.496439456939697
20,0.4924568831920624,2.0360097885131836,0.0005,0.0758928582072258,4.059323310852051
21,0.49568966031074524,1.978685736656189,0.0005,0.2053571492433548,2.9667296409606934
22,0.5086206793785095,1.9778289794921875,0.0005,0.1026785746216774,4.734915733337402
23,0.5150862336158752,1.9303045272827148,0.00025,0.1428571492433548,3.868590831756592
