epoch,accuracy,loss,val_accuracy,val_loss
0,0.07345225661993027,9.464359283447266,0.050209205597639084,33.57376480102539
1,0.1154249757528305,5.442867279052734,0.03765690326690674,18.23893928527832
2,0.10178384184837341,4.096540927886963,0.050209205597639084,6.641305446624756
3,0.11857292801141739,3.193493366241455,0.029288703575730324,23.599611282348633
4,0.13116474449634552,3.186922073364258,0.12552301585674286,4.140110015869141
5,0.12277019768953323,3.1154024600982666,0.16736401617527008,3.018400192260742
6,0.14060860872268677,3.1272408962249756,0.1589958220720291,3.269014835357666
7,0.14585518836975098,3.0230331420898438,0.14644351601600647,3.2562263011932373
8,0.13641133904457092,3.030487060546875,0.10041841119527817,3.4443867206573486
9,0.14900314807891846,3.066448450088501,0.09623430669307709,3.5022006034851074
10,0.1343126893043518,3.1564393043518066,0.10460250824689865,3.3044586181640625
11,0.14375655353069305,2.953666925430298,0.15062761306762695,3.1461446285247803
12,0.16054564714431763,3.0286035537719727,0.08368200808763504,13.388171195983887
13,0.1584470123052597,3.0979130268096924,0.1589958220720291,2.9851620197296143
14,0.15949632227420807,2.94783091545105,0.1589958220720291,3.1332690715789795
15,0.16998951137065887,3.014162063598633,0.10460250824689865,4.604639053344727
16,0.1668415516614914,2.859947919845581,0.1589958220720291,3.101989984512329
17,0.15005247294902802,2.8822386264801025,0.15481171011924744,3.0604653358459473
18,0.1636935919523239,3.0674686431884766,0.13389120995998383,3.133471727371216
19,0.17103882133960724,2.95265793800354,0.1380753070116043,2.972513198852539
20,0.1668415516614914,2.83485746383667,0.07531380653381348,3.157921552658081
21,0.1878279149532318,2.793419361114502,0.071129709482193,3.81807541847229
22,0.20356768369674683,2.850473165512085,0.14644351601600647,2.9918770790100098
23,0.18677859008312225,2.7791292667388916,0.12970711290836334,3.022059202194214
24,0.18887722492218018,2.763273239135742,0.12552301585674286,3.127019166946411
25,0.19517314434051514,2.8245322704315186,0.1589958220720291,2.9923083782196045
26,0.18467995524406433,2.7945027351379395,0.19246861338615417,2.8255434036254883
27,0.18677859008312225,2.7648675441741943,0.22175732254981995,3.038203716278076
28,0.19412381947040558,2.728687286376953,0.19665272533893585,2.752732515335083
29,0.18363064527511597,2.7650856971740723,0.19665272533893585,2.7865264415740967
30,0.2046169936656952,2.715055465698242,0.2761506140232086,2.740295171737671
31,0.24029381573200226,2.592038631439209,0.21757322549819946,2.9731903076171875
32,0.22665268182754517,2.621685028076172,0.2092050164937973,2.8836312294006348
33,0.24134312570095062,2.56325101852417,0.23849372565746307,2.937235116958618
34,0.22665268182754517,2.614590644836426,0.2803347408771515,2.61720871925354
35,0.23714585602283478,2.600111722946167,0.19665272533893585,2.772693395614624
36,0.23189926147460938,2.5557565689086914,0.26359832286834717,2.851872682571411
37,0.22245539724826813,2.5974366664886475,0.27196651697158813,2.679811954498291
38,0.20776495337486267,2.6028761863708496,0.26359832286834717,2.6546995639801025
39,0.25918152928352356,2.574747085571289,0.23849372565746307,2.8537378311157227
40,0.24554039537906647,2.5750536918640137,0.24686191976070404,2.7500696182250977
41,0.24344176054000854,2.5249598026275635,0.2552301287651062,2.78521990776062
42,0.22980062663555145,2.5745551586151123,0.2301255166530609,3.026353120803833
43,0.24134312570095062,2.520265579223633,0.22175732254981995,2.943713426589966
44,0.23609653115272522,2.530363082885742,0.20083682239055634,3.00679612159729
